movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Dudley Do-Right,27/8/99,"Comedy,Family,Romance",77,Hugh Wilson,"writer,producer,director",1943,2018,3.9,10929,2.5365032002806336,22000000,9818792,9818792
Just Getting Started,8/12/17,"Comedy,Crime",91,Ron Shelton,"writer,director,producer",1945,alive,4.5,7526,2.823501447866077,22000000,6069605,6756412
Darling Lili,24/6/70,"Comedy,Drama,Musical",136,Blake Edwards,"writer,producer,director",1922,2010,6.1,2260,3.334369929776451,22000000,5000000,5000000
Before I Go to Sleep,31/10/14,"Drama,Mystery,Thriller",92,Rowan Joffe,"writer,producer,director",1972,alive,6.3,80297,5.1029636270565994,22000000,3242457,19563579
Stone,8/10/10,"Drama,Thriller",105,John Curran,"director,writer,producer",1960,alive,5.4,42001,4.097666717,22000000,1810078,4065020
Sorcerer,24/6/77,"Adventure,Drama,Thriller",121,William Friedkin,"director,writer,producer",1935,alive,7.7,22512,5.545806075665293,21600000,12000000,12006232
Michael Clayton,5/10/07,"Crime,Drama,Mystery",119,Tony Gilroy,"producer,writer,director",1956,alive,7.2,168084,6.242127320145409,21500000,49033882,92987651
Arlington Road,9/7/99,"Action,Crime,Drama",117,Mark Pellington,"producer,director,miscellaneous",1962,alive,7.2,88114,5.9000035992769195,21500000,24419219,24419219
My Fellow Americans,20/12/96,"Adventure,Comedy",101,Peter Segal,"director,producer,writer",1962,alive,6.5,15375,4.478624929598089,21500000,22331846,22331846
To Rome with Love,20/4/12,"Comedy,Music,Romance",112,Woody Allen,"writer,director,actor",1935,alive,6.3,88778,5.149504412078243,21500000,16684352,74290305
Silver Linings Playbook,16/11/12,"Comedy,Drama,Romance",122,David O. Russell,"producer,director,writer",1958,alive,7.7,714594,7.5046715700685604,21000000,132092958,236412453
Blockers,29/3/18,"Comedy,Drama",102,Kay Cannon,"producer,writer,miscellaneous",1974,alive,6.2,80937,5.0234930963826105,21000000,60311495,94523781
Pet Sematary,5/4/19,"Horror,Mystery,Thriller",101,-,-,-,-,5.7,93562,4.668531533773814,21000000,54724696,111809732
"South Park: Bigger, Longer & Uncut",30/6/99,"Animation,Comedy,Fantasy",81,Trey Parker,"music_department,writer,producer",1969,alive,7.7,206948,6.802603139004457,21000000,52037603,52037603
Firefox,18/6/82,"Action,Adventure,Thriller",136,Clint Eastwood,"actor,producer,director",1930,alive,5.9,28018,4.313545719155662,21000000,45785720,45785720
Death at a Funeral,16/4/10,"Comedy,Drama",92,Neil LaBute,"writer,producer,director",1963,alive,5.7,51242,4.416038764882977,21000000,42739347,48977233
Teenage Mutant Ninja Turtles III,19/3/93,"Action,Adventure,Comedy",96,Stuart Gillard,"producer,director,writer",1950,alive,4.8,34211,3.555273235252593,21000000,42273609,42273609
Hardball,14/9/01,"Comedy,Drama,Sport",106,Brian Robbins,"producer,actor,writer",1963,alive,6.4,32035,4.753361857752667,21000000,40222729,43728560
For Colored Girls,5/11/10,Drama,134,Tyler Perry,"director,writer,producer",1969,alive,6.2,7899,3.962025430909119,21000000,37729698,38017873
Freedom Writers,5/1/07,"Biography,Crime,Drama",123,Richard LaGravenese,"writer,producer,director",1959,alive,7.6,80715,6.186062215992013,21000000,36605602,43632609
The Hustle,8/5/19,"Comedy,Crime",93,Chris Addison,"actor,producer,writer",1971,alive,5.4,61362,4.248284179,21000000,35417038,97389568
Kidnap,4/8/17,"Action,Crime,Thriller",95,Luis Prieto,"director,producer,writer",1970,alive,5.9,37732,4.442758462728778,21000000,30718107,34836080
The Transporter,11/10/02,"Action,Crime,Thriller",92,-,-,-,-,6.8,307312,6.189905928,21000000,25296447,43928932
Never Back Down,14/3/08,"Action,Drama,Sport",113,Jeff Wadlow,"producer,writer,director",1976,alive,6.5,102956,5.388022906745597,21000000,24850922,39319801
Tinker Tailor Soldier Spy,9/12/11,"Drama,Mystery,Thriller",127,Tomas Alfredson,"director,music_department,writer",1965,alive,7,204352,6.1656987724365795,21000000,24149393,81428388
The Bachelor,5/11/99,"Comedy,Romance",101,Gary Sinyor,"producer,director,writer",1962,alive,5,18587,3.4844672405023935,21000000,21731001,36882378
The Rage: Carrie 2,12/3/99,"Drama,Horror,Sci-Fi",104,-,-,-,-,4.7,16950,3.2356083157559064,21000000,17760244,17760244
Swing Vote,1/8/08,"Comedy,Drama",120,Joshua Michael Stern,"writer,director,producer",\N,alive,6.1,18980,4.289442969429193,21000000,16289867,17589867
Away We Go,5/6/09,"Adventure,Comedy,Drama",98,Sam Mendes,"producer,director,miscellaneous",1965,alive,7,54066,5.480900810950505,21000000,9451946,10108016
Moonlight Mile,27/9/02,"Drama,Romance",117,Brad Silberling,"producer,director,writer",1963,alive,6.6,14309,4.514662948479906,21000000,6830957,6830957
The Beaver,6/5/11,Drama,91,Jodie Foster,"actress,director,producer",1962,alive,6.6,49604,5.1183470823702715,21000000,970816,5046038
Bitter Harvest,24/2/17,"Drama,History,Romance",103,George Mendeluk,"director,writer,producer",1948,alive,5.9,4012,3.469860959621158,21000000,557241,606162
Molly,22/10/99,"Comedy,Drama,Romance",102,John Duigan,"writer,director,actor",1949,alive,5.7,3019,3.228513665499663,21000000,17396,17396
Hustlers,12/9/19,"Comedy,Crime,Drama",110,Lorene Scafaria,"producer,writer,actress",\N,alive,6.3,102141,5.214497463055865,20700000,104963598,150467919
eXistenZ,23/4/99,"Horror,Mystery,Sci-Fi",97,David Cronenberg,"actor,director,writer",1943,alive,6.8,102151,5.638858057332511,20700000,2840417,2840417
The Best Little Whorehouse in Texas,23/7/82,"Comedy,Musical",114,Colin Higgins,"writer,director,producer",1941,1988,6,12495,4.032411495,20500000,69701637,69701637
Pulse,11/8/06,"Horror,Sci-Fi,Thriller",90,Jim Sonzero,"miscellaneous,director,writer",\N,alive,4.7,29773,3.4304109166400365,20500000,20264436,30241435
Beauty and the Beast,13/11/91,"Animation,Family,Fantasy",84,-,-,-,-,8,458788,7.541373064743171,20000000,206333165,438656843
Us,20/3/19,"Horror,Mystery,Thriller",116,Jordan Peele,"actor,writer,producer",1979,alive,6.8,306083,6.187901077237843,20000000,175084580,256022707
Home Alone 2: Lost in New York,20/11/92,"Adventure,Comedy,Crime",120,Chris Columbus,"producer,writer,director",1958,alive,6.8,370263,6.283138842472433,20000000,173585516,358994850
Close Encounters of the Third Kind,16/11/77,"Drama,Sci-Fi",138,Steven Spielberg,"producer,writer,director",1946,alive,7.6,205069,6.707445358250691,20000000,169100479,340800479
Beverly Hills Cop II,20/5/87,"Action,Comedy,Crime",100,Tony Scott,"producer,director,actor",1944,2012,6.5,122493,5.471117821529084,20000000,153665036,276665036
La La Land,30/11/16,"Comedy,Drama,Music",128,Damien Chazelle,"writer,producer,director",1985,alive,8,597750,7.697107634879644,20000000,151101803,437459811
The Conjuring,18/7/13,"Horror,Mystery,Thriller",112,James Wan,"producer,writer,director",1977,alive,7.5,515477,7.126086643473691,20000000,137400141,317071550
Bringing Down the House,7/3/03,Comedy,105,Adam Shankman,"producer,miscellaneous,director",1964,alive,5.6,37952,4.212547675219868,20000000,132675402,164675402
Wonder,17/10/17,"Drama,Family",113,Stephen Chbosky,"writer,producer,director",1970,alive,7.9,167180,6.858682990000674,20000000,132422809,310884320
The Silence of the Lambs,14/2/91,"Crime,Drama,Thriller",118,Jonathan Demme,"director,producer,writer",1944,2017,8.6,1441909,8.841442601636311,20000000,130726716,275726716
Wayne's World,14/2/92,"Comedy,Music",94,Penelope Spheeris,"director,miscellaneous,producer",1945,alive,7,160399,6.040970091823747,20000000,121697323,183097323
Jackass 3D,15/10/10,"Action,Comedy,Documentary",94,Jeff Tremaine,"writer,producer,director",1966,alive,7,66423,5.586912594844349,20000000,117229692,171685793
Bad Moms,29/7/16,Comedy,100,-,-,-,-,6.2,128085,5.232883614722789,20000000,113257297,180485601
Glass,17/1/19,"Drama,Horror,Sci-Fi",129,M. Night Shyamalan,"producer,director,writer",1970,alive,6.6,247755,5.899364001581313,20000000,111048468,246999039
Jaws 2,16/6/78,"Adventure,Horror,Thriller",116,Jeannot Szwarc,"director,producer,writer",1939,alive,5.8,79766,4.684672551626311,20000000,102922376,208900376
Beverly Hills Chihuahua,3/10/08,"Adventure,Comedy,Drama",91,Raja Gosnell,"editor,director,editorial_department",1958,alive,3.9,24838,2.772070372501416,20000000,94514402,154218168
Halloween Kills,14/10/21,"Horror,Thriller",105,David Gordon Green,"producer,director,writer",1975,alive,5.5,88325,4.476788789090749,20000000,92002155,130851162
Tammy,2/7/14,"Comedy,Romance",97,Ben Falcone,"actor,producer,soundtrack",1973,alive,4.9,52631,3.787383891,20000000,84525432,96407655
Good Boys,14/8/19,"Adventure,Comedy",90,Gene Stupnitsky,"producer,writer,miscellaneous",1977,alive,6.7,75704,5.406295842760943,20000000,83140306,111174248
Are We There Yet?,21/1/05,"Adventure,Comedy,Family",95,Brian Levant,"producer,writer,director",1952,alive,4.7,32945,3.465419164934805,20000000,82674398,98114471
The Descendants,16/11/11,"Comedy,Drama",115,Alexander Payne,"producer,director,writer",1961,alive,7.3,243842,6.530485434489019,20000000,82624961,175507800
School of Rock,3/10/03,"Comedy,Music",109,Richard Linklater,"producer,director,writer",1960,alive,7.2,311029,6.568141561234148,20000000,81261177,131944672
Disturbia,13/4/07,"Crime,Drama,Mystery",105,D.J. Caruso,"director,producer,writer",1965,alive,6.8,238256,6.062567962543948,20000000,80818974,118537627
Cocktail,29/7/88,"Comedy,Drama,Romance",104,Roger Donaldson,"director,producer,writer",1945,alive,5.9,87332,4.807053020171282,20000000,78222753,78222753
Free Willy,16/7/93,"Adventure,Drama,Family",112,Simon Wincer,"director,assistant_director,producer",1943,alive,6,78204,4.842028438,20000000,77698625,153698625
Mortal Kombat,18/8/95,"Action,Adventure,Fantasy",101,Paul W.S. Anderson,"writer,director,producer",1965,alive,5.8,119670,4.857773824704826,20000000,70433227,122133227
White Chicks,23/6/04,"Comedy,Crime",109,Keenen Ivory Wayans,"writer,producer,actor",1958,alive,5.7,149639,4.865472059096852,20000000,69148997,111448997
Obsessed,24/4/09,"Drama,Romance,Thriller",108,Steve Shill,"director,producer,actor",1957,alive,5,32748,3.6928243673566374,20000000,68261644,73964713
Holes,18/4/03,"Adventure,Comedy,Drama",117,Andrew Davis,"director,cinematographer,producer",1946,alive,7,91786,5.753480345879519,20000000,67383924,71232214
Halloween Ends,12/10/22,"Horror,Thriller",111,David Gordon Green,"producer,director,writer",1975,alive,5,55166,3.8846732473165684,20000000,64079860,105016358
The Last Song,31/3/10,"Drama,Music,Romance",108,Julie Anne Robinson,"director,producer,writer",\N,alive,6,89031,4.899268609617985,20000000,62950384,92678948
Why Did I Get Married Too?,2/4/10,"Comedy,Drama,Romance",121,Tyler Perry,"director,writer,producer",1969,alive,4.7,9923,3.0504610762949054,20000000,60095852,60831067
The Shack,3/3/17,"Drama,Fantasy",132,Stuart Hazeldine,"writer,producer,director",1971,alive,6.2,36961,4.665946951166115,20000000,57386418,96860808
12 Years a Slave,18/10/13,"Biography,Drama,History",134,Steve McQueen,"director,producer,writer",1969,alive,8.1,706265,7.894385860307263,20000000,56671993,180765061
Drumline,13/12/02,"Comedy,Drama,Music",118,Charles Stone III,"director,actor,assistant_director",1966,alive,5.9,35114,4.411543424700754,20000000,56398162,56398875
Me Before You,1/6/16,"Drama,Romance",106,Thea Sharrock,"director,writer,producer",\N,alive,7.4,259289,6.655192006300018,20000000,56245075,208064908
What Men Want,8/2/19,"Comedy,Fantasy,Romance",117,Adam Shankman,"producer,miscellaneous,director",1964,alive,5.3,28554,3.8688631907282445,20000000,54611903,69911903
Barbershop: The Next Cut,15/4/16,"Comedy,Drama",111,Malcolm D. Lee,"writer,director,producer",1970,alive,5.9,15494,4.056391452508227,20000000,54030051,54404202
Edward Scissorhands,7/12/90,"Drama,Fantasy,Romance",105,Tim Burton,"producer,miscellaneous,director",1958,alive,7.9,497019,7.491980766264409,20000000,53976987,53980220
A Simple Favor,12/9/18,"Comedy,Crime,Mystery",117,Paul Feig,"producer,actor,director",1962,alive,6.8,151929,5.837461975945822,20000000,53548586,97628717
A Walk in the Clouds,11/8/95,"Drama,Romance",102,Alfonso Arau,"actor,director,writer",1932,alive,6.7,34799,5.023151777014437,20000000,50008143,50008143
Popeye,12/12/80,"Adventure,Comedy,Family",114,Robert Altman,"director,producer,writer",1925,2006,5.3,32655,3.9211945856963935,20000000,49823037,49823037
Date Movie,17/2/06,"Comedy,Romance",83,-,-,-,-,2.8,60099,2.135056346742677,20000000,48548426,85146165
The Jungle Book 2,14/2/03,"Adventure,Animation,Comedy",72,Steve Trenbirth,"animation_department,director,art_department",\N,alive,5.3,16857,3.663348486006031,20000000,47901582,139924202
Premonition,16/3/07,"Drama,Fantasy,Mystery",96,Mennan Yapo,"producer,director,actor",1966,alive,5.9,79585,4.766729543695249,20000000,47852604,84146832
Boogeyman,4/2/05,"Drama,Horror,Mystery",89,Stephen Kay,"director,producer,actor",1963,alive,4.1,31570,2.9933356701672325,20000000,46752382,67192859
The Tigger Movie,11/2/00,"Adventure,Animation,Comedy",77,Jun Falkenstein,"art_department,director,animation_department",1969,alive,6.3,19365,4.443710951,20000000,45542421,96147688
Spotlight,6/11/15,"Biography,Crime,Drama",129,Tom McCarthy,"actor,producer,writer",1966,alive,8.1,474286,7.657087185,20000000,45055776,91902438
Spotlight,6/11/15,Drama,99,Sunkanmi Adebayo,"director,actor,assistant_director",\N,alive,7.8,18,1.5269143136883858,20000000,45055776,91902438
Queen & Slim,27/11/19,"Crime,Drama,Romance",132,Melina Matsoukas,"director,producer,cinematographer",1981,alive,7.1,32436,5.294177969212848,20000000,43808310,48266163
Acrimony,29/3/18,"Horror,Romance,Thriller",120,Tyler Perry,"director,writer,producer",1969,alive,5.8,9278,3.766571748327589,20000000,43549096,46627836
Max,25/6/15,"Adventure,Drama,Family",111,Boaz Yakin,"writer,director,producer",1966,alive,6.6,27295,4.828267813526258,20000000,42656255,43658157
Meet the Browns,21/3/08,"Comedy,Drama,Romance",100,Tyler Perry,"director,writer,producer",1969,alive,4.4,7074,2.737776354410217,20000000,41975388,41975388
Orphan,24/7/09,"Horror,Mystery,Thriller",123,Jaume Collet-Serra,"director,producer",1974,alive,7,234803,6.237237316485272,20000000,41596251,78769428
The Star,15/11/17,"Adventure,Animation,Comedy",86,Timothy Reckart,"animation_department,director,writer",\N,alive,6.2,8612,4.0014474495444246,20000000,40847995,62634998
Epic Movie,26/1/07,"Adventure,Comedy,Fantasy",86,-,-,-,-,2.4,106753,1.9126652801174648,20000000,39739367,86858578
Lakeview Terrace,19/9/08,"Crime,Drama,Thriller",110,Neil LaBute,"writer,producer,director",1963,alive,6.2,53500,4.834645362564721,20000000,39263506,44821299
The Grudge 2,13/10/06,"Horror,Thriller",102,Takashi Shimizu,"director,writer,producer",1972,alive,5,50089,3.849156562,20000000,39143839,70743839
Nerve,27/7/16,"Action,Adventure,Crime",96,-,-,-,-,6.5,132866,5.509992468,20000000,38583626,85583945
Conan the Barbarian,14/5/82,"Action,Adventure,Fantasy",129,John Milius,"writer,producer,director",1944,alive,6.9,152539,5.927279888588833,20000000,38264085,79114085
How Stella Got Her Groove Back,14/8/98,"Comedy,Drama,Romance",124,Kevin Rodney Sullivan,"director,actor,writer",1958,alive,5.7,7815,3.6273922330310793,20000000,37672944,37672944
Bill & Ted's Bogus Journey,19/7/91,"Adventure,Comedy,Fantasy",93,Peter Hewitt,"director,writer,producer",1962,alive,6.3,77401,5.085937236510532,20000000,37537675,37540012
Man of the Year,13/10/06,"Comedy,Drama,Romance",115,Barry Levinson,"producer,writer,director",1942,alive,6.2,33828,4.625542337932863,20000000,37442180,41342180
Risen,18/2/16,"Action,Drama,History",107,Kevin Reynolds,"director,writer,assistant_director",1952,alive,6.3,28867,4.628764099573707,20000000,36880033,46244066
Vampires Suck,18/8/10,"Comedy,Horror",82,-,-,-,-,3.4,49622,2.5728979814877144,20000000,36661504,81424988
The Black Hole,21/12/79,"Action,Sci-Fi",98,Gary Nelson,"director,assistant_director,producer",1934,2022,5.9,26353,4.286950989471014,20000000,35841901,35841901
Selena,21/3/97,"Biography,Drama,Music",127,Gregory Nava,"writer,director,producer",1949,alive,6.8,29610,5.019303367856654,20000000,35782828,35782828
The American,1/9/10,"Action,Crime,Drama",105,Anton Corbijn,"director,actor,art_director",1955,alive,6.3,98838,5.199260501,20000000,35606376,67950723
Eternal Sunshine of the Spotless Mind,19/3/04,"Drama,Romance,Sci-Fi",108,Michel Gondry,"director,writer,producer",1963,alive,8.3,1015223,8.314160888,20000000,34366518,72401378
Babel,27/10/06,Drama,143,Alejandro G. Iñárritu,"producer,director,writer",1963,alive,7.5,305929,6.838183809255622,20000000,34302837,132121212
Doubt,12/12/08,"Drama,Mystery",104,John Patrick Shanley,"writer,director,soundtrack",1950,alive,7.5,131258,6.371245967023701,20000000,33446470,53191101
Team America: World Police,15/10/04,"Action,Comedy",98,Trey Parker,"music_department,writer,producer",1969,alive,7.2,171588,6.253057142233035,20000000,32774834,50948811
Copycat,27/10/95,"Drama,Mystery,Thriller",123,Jon Amiel,"director,producer,script_department",1948,alive,6.6,61219,5.220509667049224,20000000,32051917,32051917
Scary Movie V,11/4/13,"Comedy,Horror",88,-,-,-,-,3.5,73181,2.752492906816765,20000000,32015787,78613981
She's Out of My League,12/3/10,"Comedy,Romance",104,Jim Field Smith,"director,producer,writer",1979,alive,6.4,139066,5.4446709228838355,20000000,32010860,48680977
Milk,26/11/08,"Biography,Comedy,Crime",128,Gus Van Sant,"director,producer,writer",1952,alive,7.5,174635,6.528806980712385,20000000,31841299,57293371
Paint Your Wagon,15/10/69,"Comedy,Drama,Musical",164,Joshua Logan,"writer,director,miscellaneous",1908,1988,6.6,14040,4.505447163197116,20000000,31678778,31678778
Ghost Ship,25/10/02,Horror,91,Steve Beck,"visual_effects,director,writer",\N,alive,5.5,102837,4.538346946326774,20000000,30113491,68349884
The Bank Job,7/3/08,"Crime,Drama,Thriller",111,Roger Donaldson,"director,producer,writer",1945,alive,7.2,183664,6.2890857326463205,20000000,30060660,66143005
Wild Things,20/3/98,"Crime,Drama,Mystery",108,John McNaughton,"director,writer,producer",1950,alive,6.6,123042,5.559488524529482,20000000,29795299,55576210
The Stepfather,16/10/09,"Mystery,Thriller",101,Nelson McCormick,"director,producer,writer",\N,alive,5.5,35977,4.113343375692052,20000000,29062561,29227561
High Fidelity,31/3/00,"Comedy,Drama,Music",113,Stephen Frears,"director,producer,actor",1941,alive,7.4,182516,6.464030646838069,20000000,27277055,47881663
Stick It,28/4/06,"Comedy,Drama,Sport",103,Jessica Bendinger,"writer,miscellaneous,producer",1966,alive,6.3,29528,4.639258212590104,20000000,26910736,30399714
One Missed Call,4/1/08,"Horror,Mystery",87,Eric Valette,"director,writer",1967,alive,4,32757,2.9279745886794957,20000000,26890041,44513466
Eye for an Eye,12/1/96,"Crime,Drama,Thriller",101,John Schlesinger,"director,actor,assistant_director",1926,2003,6.1,17555,4.254414851506555,20000000,26792700,26792700
Street Kings,11/4/08,"Action,Crime,Thriller",109,David Ayer,"writer,producer,director",1968,alive,6.8,115554,5.700539278772581,20000000,26418667,65457811
The World's End,19/7/13,"Action,Comedy,Sci-Fi",109,Edgar Wright,"director,writer,actor",1974,alive,6.9,285571,6.2456235637942115,20000000,26004851,47124638
From Dusk Till Dawn,19/1/96,"Action,Crime,Horror",108,Robert Rodriguez,"producer,writer,director",1968,alive,7.2,319413,6.582232018044132,20000000,25728961,25736162
You Again,24/9/10,"Comedy,Romance",105,Andy Fickman,-,\N,alive,5.7,52749,4.428194566367885,20000000,25702053,32838945
Nancy Drew,15/6/07,"Comedy,Crime,Family",99,Andrew Fleming,"director,producer,writer",1965,alive,5.9,20808,4.184398848071908,20000000,25584685,30703845
Alpha and Omega,17/9/10,"Adventure,Animation,Comedy",90,-,-,-,-,5.1,14650,3.4674794259895103,20000000,25107267,48958353
On the Basis of Sex,23/11/18,"Biography,Drama",120,Mimi Leder,"producer,director,script_department",1952,alive,7.1,35348,5.339088765281431,20000000,24704837,38794346
Endless Love,14/2/14,"Drama,Romance",104,Shana Feste,"writer,director,producer",1976,alive,6.2,45887,4.764624033031378,20000000,23438250,34718173
The Covenant,8/9/06,"Action,Adventure,Fantasy",97,Renny Harlin,"producer,director,writer",1959,alive,5.1,50329,3.930569895141608,20000000,23364784,38164784
Spiral,12/5/21,"Crime,Drama,Horror",93,Darren Lynn Bousman,"director,producer,writer",1979,alive,5.2,55336,4.046510513484322,20000000,23216862,39519588
Spiral,12/5/21,Drama,92,Sofiene Mamdi,"actor,director,writer",\N,alive,7.2,25,1.5733406583034495,20000000,23216862,39519588
Monte Carlo,1/7/11,"Adventure,Comedy,Family",109,Thomas Bezucha,"director,writer,producer",1964,alive,5.8,45896,4.448807534401313,20000000,23186769,39686769
Stay Alive,24/3/06,"Fantasy,Horror,Mystery",85,William Brent Bell,"director,producer,writer",\N,alive,5,32910,3.6946397120150083,20000000,23086480,27565514
Rough Night,14/6/17,Comedy,101,Lucia Aniello,"producer,writer,director",1983,alive,5.2,53248,4.031794764169764,20000000,22105643,46844357
Psycho,4/12/98,"Horror,Mystery,Thriller",105,Gus Van Sant,"director,producer,writer",1952,alive,4.6,49115,3.5240316951608195,20000000,21541218,37226218
Quigley Down Under,19/10/90,"Action,Adventure,Drama",119,Simon Wincer,"director,assistant_director,producer",1943,alive,6.9,22808,4.962553518505314,20000000,21413105,21413105
To Die For,27/9/95,"Comedy,Crime,Drama",106,Gus Van Sant,"director,producer,writer",1952,alive,6.8,49329,5.2746619303814155,20000000,21284514,27688744
Vampires,30/10/98,"Action,Horror,Thriller",108,John Carpenter,"soundtrack,writer,composer",1948,alive,6.1,60681,4.811067861126793,20000000,20268825,20268825
Appaloosa,19/9/08,"Action,Crime,Drama",115,Ed Harris,"actor,producer,director",1950,alive,6.7,62253,5.309862241096623,20000000,20211394,27911453
Secret in Their Eyes,12/11/15,"Crime,Drama,Mystery",111,Billy Ray,"writer,producer,director",\N,alive,6.3,49226,4.876156983616885,20000000,20180155,32608019
Reign Over Me,23/3/07,Drama,124,Mike Binder,"writer,actor,producer",1958,alive,7.4,97581,6.123116954,20000000,19661987,20081987
My Best Friend's Girl,19/9/08,"Comedy,Romance",101,Howard Deutch,"director,producer,actor",1950,alive,5.8,44996,4.440356305229548,20000000,19219250,34787111
Georgia Rule,11/5/07,"Comedy,Drama",113,Garry Marshall,"writer,producer,actor",1934,2016,5.9,25460,4.271986269990443,20000000,18882880,20819601
Under the Rainbow,31/7/81,Comedy,98,Steve Rash,director,\N,alive,5.3,2843,2.969277607140488,20000000,18826490,18826490
Ladyhawke,12/4/85,"Adventure,Comedy,Drama",121,Richard Donner,"director,producer,actor",1930,2021,6.9,48358,5.344076463745376,20000000,18400000,18400000
Into the Wild,21/9/07,"Adventure,Biography,Drama",148,Sean Penn,"actor,director,producer",1960,alive,8.1,627838,7.8242365936325164,20000000,18354356,56822960
Simon Birch,11/9/98,"Comedy,Drama,Family",114,Mark Steven Johnson,"writer,director,producer",\N,alive,6.8,21612,4.861773839,20000000,18253415,18310591
Pooh's Heffalump Movie,11/2/05,"Adventure,Animation,Comedy",68,Frank Nissen,"art_department,animation_department,production_designer",\N,alive,6.4,7831,4.090014035,20000000,18098433,55686944
School for Scoundrels,29/9/06,Comedy,100,Todd Phillips,"producer,director,writer",1970,alive,5.9,29924,4.342114979,20000000,17807569,17807569
Operation Finale,29/8/18,"Biography,Drama,History",122,Chris Weitz,"producer,writer,director",1969,alive,6.6,43855,5.058530081448342,20000000,17612099,17612099
Home for the Holidays,3/11/95,"Comedy,Drama,Romance",103,Jodie Foster,"actress,director,producer",1962,alive,6.5,13755,4.425377695360661,20000000,17468887,22119269
Kung Fu Hustle,14/9/04,"Action,Comedy,Fantasy",99,Stephen Chow,"actor,producer,director",1962,alive,7.7,142185,6.589963260062881,20000000,17104669,102034104
The Country Bears,26/7/02,"Comedy,Family,Music",88,Peter Hastings,"miscellaneous,producer,writer",1960,alive,4.2,5775,2.5446442858693787,20000000,16988996,16988996
Flatliners,27/9/17,"Drama,Horror,Mystery",109,Niels Arden Oplev,"director,producer,writer",1961,alive,5.2,48323,3.9946633579711177,20000000,16883115,45173738
Dead Silence,16/3/07,"Horror,Mystery,Thriller",89,James Wan,"producer,writer,director",1977,alive,6.1,96386,5.018744977877367,20000000,16574590,20614661
21 Grams,21/11/03,"Crime,Drama,Thriller",124,Alejandro G. Iñárritu,"producer,director,writer",1963,alive,7.6,239362,6.793910233104226,20000000,16248701,59667625
Armored,4/12/09,"Action,Crime,Thriller",88,Nimród Antal,"director,actor,writer",1973,alive,5.7,31134,4.207079858410894,20000000,15988876,23661038
The Kite Runner,14/12/07,Drama,128,Marc Forster,"producer,director,writer",1969,alive,7.6,80886,6.187245602632029,20000000,15800078,74180745
Paparazzi,3/9/04,"Action,Crime,Drama",84,Paul Abascal,"director,make_up_department,actor",1958,alive,5.7,15279,3.9085576961946247,20000000,15712072,16612072
A Guy Thing,17/1/03,"Comedy,Romance",101,Chris Koch,"director,producer,composer",\N,alive,5.6,17669,3.8975536373839734,20000000,15543862,17430594
The Greatest Story Ever Told,15/2/65,"Biography,Drama,History",260,-,-,-,-,6.5,10764,4.308116019150807,20000000,15473333,15473333
Loser,21/7/00,"Comedy,Romance",98,Amy Heckerling,"writer,director,producer",\N,alive,5.3,29461,3.881056991305487,20000000,15464026,18250106
Twilight,6/3/98,"Crime,Drama,Mystery",94,Robert Benton,"writer,director,producer",1932,alive,6.2,13385,4.202606489543127,20000000,15055091,15055091
Capitalism: A Love Story,23/9/09,"Crime,Documentary,History",127,Michael Moore,"director,producer,writer",1954,alive,7.4,43073,5.677868443,20000000,14363397,19121531
Lockout,13/4/12,"Action,Sci-Fi,Thriller",95,-,-,-,-,6,99317,4.947533342752269,20000000,14326865,33943049
Disaster Movie,29/8/08,"Comedy,Sci-Fi",87,-,-,-,-,1.9,92230,1.4662867918074476,20000000,14190901,36720752
What's Your Number?,30/9/11,"Comedy,Romance",106,Mark Mylod,"director,producer,miscellaneous",\N,alive,6,82336,4.864757685941875,20000000,14011084,30163785
The Man Who Knew Too Little,14/11/97,"Comedy,Crime,Drama",94,Jon Amiel,"director,producer,script_department",1948,alive,6.6,33120,4.922198421146785,20000000,13801755,13801755
Burnt,22/10/15,"Comedy,Drama",101,John Wells,"producer,writer,director",1956,alive,6.6,122251,5.556356698634279,20000000,13651946,36766293
Envy,30/4/04,Comedy,99,Barry Levinson,"producer,writer,director",1942,alive,4.8,31480,3.5258921186076813,20000000,13548322,14566246
One Night with the King,13/10/06,"Biography,Drama,History",123,Michael O. Sajbel,"visual_effects,director,writer",\N,alive,6,7409,3.801694814,20000000,13395961,13725032
Bullets Over Broadway,21/10/94,"Comedy,Crime",98,Woody Allen,"writer,director,actor",1935,alive,7.4,39665,5.632990501908784,20000000,13383747,13383747
Ghost Town,19/9/08,"Comedy,Drama,Fantasy",102,David Koepp,"writer,miscellaneous,director",1963,alive,6.7,74803,5.400393710686943,20000000,13367624,29958228
Ghost Town,19/9/08,Documentary,169,Dayong Zhao,"director,editor,cinematographer",\N,alive,7.6,48,2.032833456091026,20000000,13367624,29958228
The Quiet American,22/11/02,"Drama,Romance,Thriller",101,Phillip Noyce,"producer,director,writer",1950,alive,7,28753,5.1556809364257505,20000000,12987647,26348203
Triple 9,19/2/16,"Action,Crime,Thriller",115,John Hillcoat,"director,producer,writer",1961,alive,6.3,73558,5.0623320949628425,20000000,12639297,25943792
The Light Between Oceans,2/9/16,"Drama,Romance",133,Derek Cianfrance,"director,writer,producer",1974,alive,7.2,57776,5.676422316,20000000,12545979,22281732
